match,sku,titulo,departamento,categoria,preco,preco_oferta,meta_fabricante,cor,meta_tamanho,mpn,gtin,meta_peso,meta_volume,meta_genero
180626,80101702,Camiseta Regata Nike Miler - Feminina - Cor: Preto,Vestuario,Running Performance,59.9,56.91,Nike,Chumbo+Amarelo,,,,0,0,F
180631,80127805,Tênis Oakley Reason - Masculino - Cor: Azul Escuro,Calcados,Casual,0,0,,Azul Escuro,NULL,,,0,0,NULL
180633,80128302,Calça Nike Nike Relay - Feminina - Cor: Preto,Vestuario,Running Performance,129.9,123.41,Nike,Preto,,,,0,0,F
180634,80129003,Tênis Oakley Tracker Mid - Masculino - Cor: Cinza,Calcados,Aventura,269.9,256.41,Oakley,Preto,,,,0,0,M
180637,80141084,Tênis Coca-Cola Vulcan Low - Masculino - Cor: Marrom Escuro,Calcados,Casual,179.9,170.91,COCA-COLA,cafe / Bege,,,,0,0,M
180644,80358331,Tênis Nike Satire - Masculino - Cor: Preto/Branco,Calcados,Skate,229.9,218.41,,Preto/Branco,NULL,,,0,0,NULL
180646,80404304,Chuteira Society Penalty Victoria III R1 - Masculina - Cor: Azul,Calcados,Futebol,99.9,94.91,,Azul,NULL,,,0,0,NULL
180663,8097556R,Tênis Nike Wmns Air Max Thea - Feminino - Cor: Cinza/Cinza Esc,Calcados,Casual,279.9,265.91,,Cinza/Cinza Esc,NULL,,,0,0,NULL
180664,8097566U,Tênis Nike Air Pegasus+ 30 - Masculino - Cor: Verde/Azul Esc,Calcados,Running Performance,299.9,284.91,,Verde/Azul Esc,NULL,,,0,0,NULL
180666,810099X7,Tênis Nike Flx Experience Rn 2 - Feminino - Cor: Cinza Cla/Branco,Calcados,Running Performance,149.9,142.41,,Cinza Cla/Branco,NULL,,,0,0,NULL
180671,81030451,Camiseta Nike Solid Sp Futura - Masculina - Cor: Branco/Preto,Vestuario,Casual,59.9,56.91,,Branco/Preto,NULL,,,0,0,NULL
180675,8109762X,Tênis Adidas Barricade Team 3 - Masculino - Cor: Branco/Prata,Calcados,Tennis,199.9,189.91,Adidas,Branco/Preto,,,,0,0,M
180681,81171302,Tênis Converse Skidgrip CVO OX CR278 - Unissex - Cor: Preto,Calcados,Casual,119.9,113.91,Converse,Chumbo+Amarelo,,,,0,0,
180684,81346302,Tênis Oakley Teeth 4 - Masculino - Cor: Preto,Calcados,Aventura,749.9,712.41,,Preto,NULL,,,0,0,NULL
180689,81448250,Chuteira de Campo Umbro Striker FG - Cor: Preto/Laranja,Calcados,Futebol,89.9,85.41,,Preto/Laranja,NULL,,,0,0,NULL
180702,8162255C,Tênis Coca-Cola Kick Summer - Unissex - Cor: Preto/Marrom Cla,Calcados,Casual,129.9,123.41,,Preto/Marrom Cla,NULL,,,0,0,NULL
180711,81777583,Tênis Adidas Kanadia 6 - Masculino - Cor: Cinza Escuro,Calcados,Aventura,249.9,237.41,,Cinza Escuro,NULL,,,0,0,M
180713,81837401,Calção Adidas Palmeiras I 2014 - Infantil - Cor: Branco,Vestuario,Futebol,79.9,75.91,,Branco,NULL,,,0,0,NULL
180721,820573UG,Chuteira Society Adidas F5 TRX TF SS14 - Infantil - Cor: Verde Cla/Laranja,Calcados,Futebol,99.9,94.91,,Verde Cla/Laranja,NULL,,,0,0,NULL
180722,820575UG,Chuteira de Futsal Adidas F5 IN Ss14 - Cor: Verde Cla/Laranja,Calcados,Futebol,99.9,94.91,,Verde Cla/Laranja,NULL,,,0,0,NULL
180740,821967X8,Tênis Nike Shox Turbo 14 - Masculino - Cor: Cinza Cla/Preto,Calcados,Training,499.9,474.91,,Cinza Cla/Preto,NULL,,,0,0,NULL
180742,821968RM,Tênis Nike Air Sculpt Tr - Feminino - Cor: Roxo/Laranja Esc,Calcados,Training,239.9,227.91,,Roxo/Laranja Esc,NULL,,,0,0,NULL
180743,82197801,Chuteira de Futsal Adidas Predito LZ IN - Cor: Branco,Calcados,Futebol,99.9,94.91,,Branco,NULL,,,0,0,NULL
180754,82281446,Tênis Nike Air Max Trax 631763 - Feminino - Cor: Branco/Cinza,Calcados,Casual,239.9,227.91,,Branco/Cinza,NULL,,,0,0,NULL
180757,82303583,Tênis Adidas Aresta - Feminino - Cor: Cinza Escuro,Calcados,Training,179.9,170.91,,Cinza Escuro,NULL,,,0,0,NULL
180758,82303837,Tênis Adidas Cosmic Ice - Feminino - Cor: Branco/Rosa,Calcados,Training,199.9,189.91,,Branco/Rosa,NULL,,,0,0,NULL
180763,82309005,Camiseta Nike Holanda Blockbuster - Infantil - Cor: Azul Escuro,Vestuario,Futebol,49.9,47.41,,Azul Escuro,NULL,,,0,0,NULL
180765,823179UG,Chuteira de Futsal Adidas F10 In SS14 - Masculina - Cor: Verde Cla/Laranja,Calcados,Futebol,179.9,170.91,,Verde Cla/Laranja,NULL,,,0,0,NULL
180769,8232545V,Camiseta Penalty Digital - Infantil - Cor: Laranja/Preto,Vestuario,Futebol,34.9,33.16,,LARANJA/PRETO,NULL,,,0,0,NULL
180794,8241595G,Tênis Nike Air Max Trax 620990 - Masculino - Cor: Preto/Cinza Esc,Calcados,Casual,239.9,227.91,,Preto/Cinza Esc,NULL,,,0,0,M
180799,82445383,Camiseta Regata Adidas All World Ss14 - Masculina - Cor: Cinza Escuro,Vestuario,Basquete,79.9,75.91,,Cinza Escuro,NULL,,,0,0,NULL
180802,82447769,Tênis Olympikus Velocy 2 - Masculino - Cor: Azul Esc/Azul,Calcados,Running Performance,259.9,246.91,,Azul Esc/Azul,NULL,,,0,0,NULL
180804,82451105,Camisa Polo Adidas F.F.R Culture - Cor: Azul Escuro,Vestuario,Rugby,189.9,180.41,,Azul Escuro,NULL,,,0,0,NULL
180811,824679NS,Camiseta Regata Adidas Response Cup SS14 - Feminina - Cor: Kp,Vestuario,Running Performance,139.9,132.91,,Kp,NULL,,,0,0,NULL
180813,82469905,Calça Nike Stretch Woven Pant - Masculina - Cor: Azul Escuro,Vestuario,Running Performance,0,0,,Azul Escuro,NULL,,,0,0,NULL
180824,824848MC,Tênis Coca Cola Krunner Mix - Masculino - Cor: Azul Esc/Marrom Cla,Calcados,Casual,179.9,170.91,,Azul Esc/Marrom Cla,NULL,,,0,0,M
180840,82584301,Camiseta Urgh Skate - Cor: Branco,Vestuario,Skate,49.9,47.41,,Branco,NULL,,,0,0,NULL
180851,82594919,Boné Urgh 82 - Cor: Preto/Vermelho,Acessorios,Skate,89.9,85.41,,Preto/Vermelho,NULL,,,0,0,NULL
180855,826091CT,Tênis Olympikus Thunder - Masculino - Cor: Preto/Verde Cla,Calcados,Training,259.9,246.91,,Preto/Verde Cla,NULL,,,0,0,NULL
180856,82613983,Tênis Oakley Bend - Masculino - Cor: Cinza Escuro,Calcados,Casual,209.9,199.41,,Cinza Escuro,NULL,,,0,0,NULL
180857,82614105,Tênis Oakley Nollie 13263 - Masculino - Cor: Azul Escuro,Calcados,Casual,289.9,275.41,,Azul Escuro,NULL,,,0,0,NULL
180859,8261432Y,Tênis Adidas Springblade Razor - Masculino - Cor: Preto/Prata,Calcados,Training,999.9,949.91,,Preto/Prata,NULL,,,0,0,NULL
180888,82771811,Camisa Puma Seleção Costa do Marfim I s/n 2014 - Torcedor - Cor: Laranja,Vestuario,Futebol,149.9,142.41,,Laranja,NULL,,,0,0,NULL
180890,82789504,Saia Asics Abby - Cor: Azul,Vestuario,Running Performance,99.9,94.91,,Azul,NULL,,,0,0,NULL
180895,82838205,Agasalho Adidas Basic 3S OH SS14 - Masculino - Cor: Azul Escuro,Vestuario,Casual,229.9,218.41,,Azul Escuro,NULL,,,0,0,NULL
180908,828840B7,Chuteira de Campo Nike Mercurial Vortex FG - Cor: Amarelo/Verde Cla,Calcados,Futebol,139.9,132.91,,Amarelo/Verde Cla,NULL,,,0,0,NULL
180914,82888131,Tênis Nike Free 3.0 Studio Dance - Feminino - Cor: Preto/Branco,Calcados,Training,349.9,332.41,,Preto/Branco,NULL,,,0,0,NULL
180915,82892002,Mochila Hurley Icon - Cor: Preto,Acessorios,Surf e Board,199.99,189.99,,Preto,NULL,,,0,0,NULL
180922,82924129,Chinelo Oakley Tailspin - Masculino - Cor: Preto/Azul,Calcados,Lazer,139.9,132.91,,Preto/Azul,NULL,,,0,0,NULL
180923,82924905,Tênis Fila Striking - Masculino - Cor: Azul Escuro,Calcados,Running Performance,179.9,170.91,,Azul Escuro,NULL,,,0,0,NULL
180924,82924959,Tênis Fila Striking - Masculino - Cor: Cinza/Vermelho,Calcados,Running Performance,179.9,170.91,,Cinza/Vermelho,NULL,,,0,0,NULL
180928,82938983,Bota Mac Boot Iuca 02 - Masculina - Cor: Cinza Escuro,Calcados,Aventura,229.9,218.41,,Cinza Escuro,NULL,,,0,0,NULL
180931,82953783,Camiseta Nike GPX Mercurial SS Top - Cor: Cinza Escuro,Vestuario,Futebol,69.9,66.41,,Cinza Escuro,NULL,,,0,0,NULL
180957,82986610,Short NikeTempo Emboss - Feminino - Cor: Rosa Escuro,Vestuario,Running Performance,69.9,66.41,,Rosa Escuro,NULL,,,0,0,NULL
180958,82986910,Camiseta Regata Nike Touch Breeze Stripe - Feminina - Cor: Rosa Escuro,Vestuario,Running Performance,99.9,94.91,,Rosa Escuro,NULL,,,0,0,NULL
180966,830979BZ,Chinelo Nike Solarsoft Thong 2 Soccer - Cor: Azul Cla/Amarelo,Calcados,Lazer,69.9,66.41,,Azul Cla/Amarelo,NULL,,,0,0,NULL
180967,8310923X,Camisa Manga Longa Adidas Fluminense GK - Masculina - Cor: Azul/Preto,Vestuario,Futebol,199.9,189.91,,Azul/Preto,NULL,,,0,0,NULL
180978,83169416,Tênis Nike Flex Wmns 2014 Rn Msl - Feminino - Cor: Roxo Claro,Calcados,Running Performance,179.9,170.91,,Roxo Claro,NULL,,,0,0,NULL
180980,8317002R,Tênis Nike Flex 2014 Rn Msl - Masculino - Cor: Azul/Branco,Calcados,Running Performance,199.9,189.91,,Azul/Branco,NULL,,,0,0,NULL
180988,83241302,Camisa Polo Timberland Worn For Life - Cor: Preto,Vestuario,Casual,169.9,161.41,,Preto,NULL,,,0,0,NULL
180989,83249102,Tênis Volcom Lo Fi - Masculino - Cor: Preto,Calcados,Surf e Board,239.9,227.91,,Preto,NULL,,,0,0,NULL
180994,83477301,Chuteira de Futebol de Campo Umbro Grass - Masculina - Cor: Branco,Calcados,Futebol,79.9,75.91,,Branco,NULL,,,0,0,NULL
181046,82472718,Short Adidas Duplo Ess Fun - Feminina - Cor: Roxo,Vestuario,Training,99.9,94.91,,Roxo,NULL,,,0,0,NULL
181048,74728101,Camiseta Fila Light Basic - Feminina - Cor: Branco,Vestuario,Running Performance,49.9,47.41,,Branco,NULL,,,0,0,NULL
181049,76348702,Top Nike Sport Pro Feminino - Cor: Preto,Vestuario,Running Performance,89.9,85.41,,Preto,NULL,,,0,0,NULL
181050,770642QM,Tênis Nike Biscuit SL - Masculino - Cor: Verde Esc/Verde Cla,Calcados,Casual,119.9,113.91,,VERDE ESC/VERDE CLA,NULL,,,0,0,NULL
181051,7845952R,Tênis Nike Field Trainer Leather - Masculino - Cor: Azul/Branco,Calcados,Casual,159.9,151.91,,Azul/Branco,NULL,,,0,0,M
181052,792395TG,Jaqueta Nike Ko Fz 2 0 Com Capuz - Masculina - Cor: Azul/Laranja Cla,Vestuario,Running Performance,0,0,,Azul/Laranja Cla,NULL,,,0,0,NULL
181053,79345902,Tênis Oakley Buzzer - Masculino - Cor: Preto,Calcados,Casual,289.9,275.41,,Preto,NULL,,,0,0,NULL
181054,79345984,Tênis Oakley Buzzer - Masculino - Cor: Marrom Escuro,Calcados,Casual,289.9,275.41,Oakley,Marrom escuro,,,,0,0,M
181055,80063532,Polo Nike Textured Df - Masculina - Cor: Preto/Cinza,Vestuario,Tennis,89.9,85.41,,Preto/Cinza,NULL,,,0,0,NULL
181056,80084031,Camiseta Regata Nike Post Up - Masculina - Cor: Preto/Branco,Vestuario,Basquete,69.9,66.41,Nike,Preto/Branco,,,,0,0,M
181057,80103304,Mochila Nike Young Athletes - Infantil - Cor: Azul,Acessorios,Casual,0,0,,Azul,NULL,,,0,0,NULL
181058,80120949,Camiseta Regata Nike Reversível League Sleeveless - Masculina - Cor: Branco/Vermelho,Vestuario,Basquete,69.9,66.41,,Branco/Preto/Vermelho,,,,0,0,M
181059,80141802,Bermuda Adidas Chelsea 3S - Masculina - Cor: Preto,Vestuario,Casual,89.9,85.41,,Preto,NULL,,,0,0,NULL
181060,80156051,Tênis Adidas Isolation - Masculino - Cor: Branco/Preto,Calcados,Basquete,0,0,,Branco/Preto,NULL,,,0,0,NULL
181061,80361631,Top Adidas Forma Workout - Cor: Preto/Branco,Vestuario,Training,59.9,56.91,,Preto/Branco,NULL,,,0,0,NULL
181062,80435315,Tênis Timberland Lionshead Cano Alto - Feminino - Cor: Marrom,Calcados,Aventura,229.9,218.41,,Marrom,NULL,,,0,0,F
181063,80483704,Bermuda Nike Post Up Shrt - Masculina - Cor: Azul,Vestuario,Basquete,69.9,66.41,,Azul,NULL,,,0,0,NULL
181064,8053765V,Tênis Saucony Fastwitch 6 - Feminino - Cor: Laranja/Preto,Calcados,Running Performance,299.9,284.91,,Laranja/Preto,NULL,,,0,0,NULL
181065,80597701,Polo Lacoste Super Light - Masculina - Cor: Branco,Vestuario,Casual,259.9,246.91,Lacoste,Prata+Azul,,,,0,0,M
181066,80597702,Polo Lacoste Super Light - Masculina - Cor: Preto,Vestuario,Casual,0,0,Lacoste,Chumbo+Amarelo,,,,0,0,M
181067,80798619,Chinelo Oakley Supercoil - Masculino - Cor: Preto/Vermelho,Calcados,Lazer,149.9,142.41,,Preto/Vermelho,NULL,,,0,0,NULL
181068,80975550,Tênis Nike Wmns Air Max Thea - Feminino - Cor: Preto/Laranja,Calcados,Casual,279.9,265.91,,PRETO/LARANJA,NULL,,,0,0,NULL
181069,810047XF,Tênis Nike Air Max Stutter Step - Masculino - Cor: Cinza Cla/Laranj Esc,Calcados,Basquete,0,0,,Cinza Cla/Laranj Esc,NULL,,,0,0,NULL
181070,810129CD,Bermuda Nike Elite Stripe 545477 - Masculina - Cor: Laranja Escuro,Vestuario,Basquete,0,0,,Laranja Escuro,NULL,,,0,0,NULL
181071,811007HL,Tênis Fila Femme 51J346X - Feminino - Cor: Cinza/Verde Cla,Calcados,Training,99.9,94.91,,Cinza/Verde Cla,NULL,,,0,0,F
181072,81106101,Calção Nike Academy Jaquard - Infantil - Cor: Branco,Vestuario,Futebol,44.9,42.66,,Branco,NULL,,,0,0,NULL
181073,81106204,Calção Nike Academy Jaquard - Masculino - Cor: Azul,Vestuario,Futebol,49.9,47.41,,Azul,NULL,,,0,0,NULL
181074,81111551,Bermuda Nike Mercurial Amplify - Masculina - Cor: Branco/Preto,Vestuario,Futebol,0,0,,Branco/Preto,NULL,,,0,0,NULL
181075,81285831,Tênis Puma Scuderia Ferrari Team Cell Deka - Masculino - Cor: Preto/Branco,Calcados,Casual,0,0,,Preto/Branco,NULL,,,0,0,NULL
181076,81417731,Chuteira de Campo Umbro Cup Fg - Cor: Preto/Branco,Calcados,Futebol,64.9,61.66,,Preto/Branco,NULL,,,0,0,NULL
181077,81467625,Tênis Converse All Star CT As Special Leather HI - Feminino - Cor: Prata,Calcados,Casual,189.9,180.41,,Prata,NULL,,,0,0,NULL
181078,81479502,Camiseta Regata Adidas 3S - Masculina - Cor: Preto,Vestuario,Basquete,79.9,75.91,,Preto,NULL,,,0,0,NULL
181079,81499402,Tênis Puma Coolage Canvas - Masculino - Cor: Preto,Calcados,Casual,0,0,,Preto,NULL,,,0,0,NULL
181080,815789WN,Tênis Nike Anodyne DS 2 - Feminino - Cor: Cinza Esc/Roxo,Calcados,Running Performance,199.9,189.91,,Cinza Esc/Roxo,NULL,,,0,0,NULL
181081,81579502,Tênis Nike Anodyne Ds 2 - Masculino - Cor: Preto,Calcados,Running Performance,199.9,189.91,,Preto,NULL,,,0,0,NULL
181082,815795BL,Tênis Nike Anodyne Ds 2 - Masculino - Cor: Cinza Claro,Calcados,Running Performance,199.9,189.91,,Cinza Claro,NULL,,,0,0,NULL
181083,81696102,Tênis Rainha VL 84 4129008 - Unissex - Cor: Preto,Calcados,Casual,109.9,104.41,,Preto,NULL,,,0,0,NULL
181084,81701606,Tênis Rainha Mont Car Chevron - Feminino - Cor: Vermelho,Calcados,Casual,69.9,66.41,,Vermelho,NULL,,,0,0,NULL
181085,81746938,Tênis Nike Dual Fusion BB II 610202 - Masculino - Cor: Branco/Laranja,Calcados,Basquete,269.9,256.41,,Branco/Laranja,NULL,,,0,0,M
181086,817480XR,Tênis Nike Air Relentless 3 MSL - Masculino - Cor: Cinza Cla/Azul Esc,Calcados,Training,0,0,,Cinza Cla/Azul Esc,NULL,,,0,0,NULL
181087,81839701,Camisa Adidas Palmeiras II 2014 - Feminina - Cor: Branco,Vestuario,Futebol,179.9,170.91,,Branco,NULL,,,0,0,NULL
181088,81855701,Camisa Adidas Palmeiras II 2014 - Infantil - Cor: Branco,Vestuario,Futebol,179.9,170.91,,Branco,NULL,,,0,0,NULL
181089,818997KF,Tênis Mizuno Wave Frontier 8 - Masculino - Cor: Laranja Esc/Cinz Cla,Calcados,Running Performance,399.9,379.91,,Laranja Esc/Cinz Cla,NULL,,,0,0,NULL
181090,8190019N,Tênis Mizuno Wave Prorunner 17 - Masculino - Cor: Cinza Esc/Laranja,Calcados,Running Performance,349.9,332.41,,Cinza Esc/Laranja,NULL,,,0,0,NULL
181091,82130519,Tênis Adidas D Rose Dominate SS14 - Masculino - Cor: Preto/Vermelho,Calcados,Basquete,299.9,284.91,,Preto/Vermelho,NULL,,,0,0,NULL
181092,82130559,Tênis Adidas D Rose Dominate SS14 - Masculino - Cor: Cinza/Vermelho,Calcados,Basquete,0,0,,Cinza/Vermelho,NULL,,,0,0,NULL
181093,8213112V,Tênis Adidas Crazy Fast 2 - Masculino - Cor: Vermelho/Preto,Calcados,Basquete,0,0,,Vermelho/Preto,NULL,,,0,0,NULL
181094,8213143A,Tênis Adidas Adizero Crazy Light 3 Low - Masculino - Cor: Azul Esc/Azul Cla,Calcados,Basquete,449.9,427.41,,Azul Esc/Azul Cla,NULL,,,0,0,NULL
181095,82184331,Chuteira de Campo Nike Tiempo Genio Leather FG - Infantil - Cor: Preto/Branco,Calcados,Futebol,229.9,218.41,,Preto/Branco,NULL,,,0,0,NULL
181096,8218436P,Chuteira de Campo Nike Tiempo Genio Leather FG - Infantil - Cor: Laranja/Branco,Calcados,Futebol,169.9,161.41,Nike,Laranja / Branco,NULL,,,0,0,NULL
181097,8219212U,Chuteira Society Penalty Brasil 70 TF - Cor: Amarelo/Preto,Calcados,Futebol,79.9,75.91,,Amarelo/Preto,NULL,,,0,0,NULL
181098,8219689N,Tênis Nike Air Sculpt Tr - Feminino - Cor: Cinza Esc/Laranja,Calcados,Training,239.9,227.91,,Cinza Esc/Laranja,NULL,,,0,0,NULL
181099,82203106,Chuteira de Futsal Penalty Max 400S IC - Cor: Vermelho,Calcados,Futebol,129.9,123.41,,Vermelho,NULL,,,0,0,NULL
181100,82211802,Boné New Era San Antonio Spurs - Adulto - Cor: Preto,Acessorios,Basquete,159.9,151.91,,Preto,NULL,,,0,0,NULL
181101,82243004,Gym Sack Nike Allegiance Brasil BA4784 - Cor: Azul,Acessorios,Futebol,34.9,33.16,,Azul,NULL,,,0,0,NULL
181102,82247065,Bola de Futebol de Campo Nike Holanda Supporters - Cor: Azul/Laranja,Acessorios,Futebol,49.9,47.41,,Azul/Laranja,NULL,,,0,0,NULL
181103,8227475A,Tênis Puma Takala 2 - Feminino - Cor: Branco/Rosa,Calcados,Casual,139.9,132.91,,Branco/Rosa,NULL,,,0,0,NULL
181104,8227479O,Tênis Puma Takala 2 - Feminino - Cor: Branco/Verde Cla,Calcados,Casual,0,0,,Branco/Verde Cla,NULL,,,0,0,NULL
181105,8230340R,Tênis Adidas Aresta SS14 - Masculino - Cor: Preto/Cinza Claro,Calcados,Training,269.9,256.41,,Preto/Cinza Claro,NULL,,,0,0,NULL
181106,82309003,Camiseta Nike Holanda Blockbuster - Infantil - Cor: Cinza,Vestuario,Futebol,49.9,47.41,,Cinza,NULL,,,0,0,NULL
181107,8232292V,Mochila Nike Hayward - Cor: Vermelho/Preto,Acessorios,Casual,169.9,161.41,,Vermelho/Preto,NULL,,,0,0,NULL
181108,82329401,Bermuda Nike Gladiator 10 Swoosh - Masculina - Cor: Branco,Vestuario,Tennis,119.9,113.91,,Branco,NULL,,,0,0,NULL
181109,82332801,Polo Nike Pressure 636705 - Masculina - Cor: Branco,Vestuario,Casual,0,0,,Branco,NULL,,,0,0,NULL
181110,82340919,Tênis Nike Zoom Born Ready - Masculino - Cor: Preto/Vermelho,Calcados,Basquete,279.9,265.91,,Preto/Vermelho,NULL,,,0,0,NULL
181111,8234105G,Tênis Nike Zoom Attero II - Masculino - Cor: Preto/Cinza Esc,Calcados,Basquete,0,0,,Preto/Cinza Esc,NULL,,,0,0,NULL
181112,8234546P,Chuteira de Futsal Nike Tiempo Rio II IC - Adulto - Cor: Laranja/Branco,Calcados,Futebol,0,0,,Laranja/Branco,NULL,,,0,0,NULL
181113,82347531,Tênis Adidas Cosmic Ice Ss14 - Masculino - Cor: Preto/Branco,Calcados,Training,199.9,189.91,,Preto/Branco,NULL,,,0,0,NULL
181114,82349283,Calça Capri Nike Pro Hipercool - Feminina - Cor: Cinza Escuro,Vestuario,Training,139.9,132.91,,Cinza Escuro,NULL,,,0,0,NULL
181115,82355042,Bola de Futebol Society Penalty S11 Astro Kick - Cor: Branco/Verde,Acessorios,Futebol,179.9,170.91,,Branco/Verde,NULL,,,0,0,NULL
181116,8235530D,Bola Society Penalty S11 Pro Astro - Adulto - Cor: Branco/Laranja Esc,Acessorios,Futebol,179.99,170.99,,Branco/Laranja Esc,NULL,,,0,0,NULL
181117,82382508,Camisa de Compressão Nike Core 2.0 - Cor: Amarelo,Vestuario,Futebol,0,0,,Amarelo,NULL,,,0,0,NULL
181118,82385450,Tênis Fila Windspeed - Masculino - Cor: Preto/Laranja,Calcados,Running Performance,259.9,246.91,,PRETO/LARANJA,NULL,,,0,0,NULL
181119,823858T5,Tênis Fila Windspeed - Feminino - Cor: Azul Cla/Roxo,Calcados,Running Performance,199.9,189.91,,Azul Cla/Roxo,NULL,,,0,0,NULL
181120,8241463W,Jaqueta Adidas Supernova SMT - Masculina - Cor: Verde Claro,Vestuario,Running Performance,229.9,218.41,,Verde Claro,NULL,,,0,0,NULL
181121,82445303,Camiseta Regata Adidas All World Ss14 - Masculina - Cor: Cinza,Vestuario,Basquete,79.9,75.91,,CINZA,NULL,,,0,0,NULL
181122,82445306,Camiseta Regata Adidas All World Ss14 - Masculina - Cor: Vermelho,Vestuario,Basquete,79.9,75.91,,VERMELHO,NULL,,,0,0,NULL
181123,82445531,Bermuda Adidas All World SS14 - Masculina - Cor: Preto/Branco,Vestuario,Basquete,99.9,94.91,,Preto/Branco,NULL,,,0,0,NULL
181124,824465I3,Tênis Olympikus Fire 43341997 - Masculino - Cor: Azul Esc/Verde Cla,Calcados,Running Performance,199.9,189.91,,Azul Esc/Verde Cla,NULL,,,0,0,NULL
181125,82451031,Camiseta Regata Adidas Asia 1 Ss14 - Masculina - Cor: Preto/Branco,Vestuario,Basquete,109.9,104.41,,Preto/Branco,NULL,,,0,0,NULL
181126,82451302,Camisa Polo Adidas All Blacks Culture - Cor: Preto,Vestuario,Rugby,149.9,142.41,,Preto,NULL,,,0,0,NULL
181127,82454571,Tênis Olympikus Zonix 3 - Feminino - Cor: Rosa/Roxo,Calcados,Running Performance,229.9,218.41,,Rosa/Roxo,NULL,,,0,0,NULL
181128,82465410,Camiseta Adidas Supernova SS14 - Feminina - Cor: Rosa Escuro,Vestuario,Running Performance,0,0,,Rosa Escuro,NULL,,,0,0,NULL
181129,824695NM,Saia Adidas Response - Cor: Rosa Claro,Vestuario,Running Performance,119.9,113.91,,Rosa Claro,NULL,,,0,0,NULL
181130,82471404,Short Adidas Marathon 10 Clima Pr Ss14 - Feminino - Cor: Azul,Vestuario,Running Performance,89.9,85.41,,Azul,NULL,,,0,0,NULL
181131,82471910,Short Adidas Marathon 10 SS14 - Feminino - Cor: Rosa Escuro,Vestuario,Running Performance,69.9,66.41,,Rosa Escuro,NULL,,,0,0,NULL
181132,824719NH,Short Adidas Marathon 10 SS14 - Feminino - Cor: Laranja Claro,Vestuario,Running Performance,69.9,66.41,,Laranja Claro,NULL,,,0,0,NULL
181133,8248196T,Cachecol Adidas México 3s - Cor: Verde/Branco,Acessorios,Futebol,69.9,66.41,,Verde/Branco,NULL,,,0,0,NULL
181134,82508601,Camiseta Adidas Clima Essentials Logo - Cor: Branco,Vestuario,Training,0,0,,Branco,NULL,,,0,0,NULL
181135,82512137,Tênis Adidas Duramo 6 K SS14 - Infantil - Cor: Branco/Rosa,Calcados,Training,179.9,170.91,,BRANCO/ROSA,NULL,,,0,0,NULL
181136,82517802,Agasalho Adidas Frieda Wom - Feminino - Cor: Preto,Vestuario,Casual,0,0,,Preto,NULL,,,0,0,NULL
181137,8251783X,Agasalho Adidas Frieda Wom - Feminino - Cor: Azul/Preto,Vestuario,Casual,0,0,,Azul/Preto,NULL,,,0,0,NULL
181140,527242X8,Bermuda Mizuno Tennis Master - Masculina - Cor: CINZA CLA/PRETO,Vestuario,Training,0,0,,CINZA CLA/PRETO,NULL,,,0,0,NULL
181141,541745D0,Mochila Mizuno Diva - Feminina - Cor: Azul Claro/Preto,Acessorios,Casual,0,0,,Azul Claro/Preto,NULL,,,0,0,NULL
181142,71193704,Kimono Koral MKM - Cor: Azul,Vestuario,Artes Marciais,439.9,417.91,Koral,Azul,,,,0,0,
181143,73793719,Tênis Nike Shox Deliver - Masculino - Cor: Preto/Vermelho,Calcados,Casual,649.9,617.41,Nike,Preto/Vermelho,,,,0,0,M
181144,74729801,Camiseta Regata Fila Light Basic - Feminina - Cor: Branco,Vestuario,Running Performance,49.9,47.41,,Branco,NULL,,,0,0,NULL
181145,75509202,Protetor Bucal Everlast Single - Cor: Preto,Acessorios,Artes Marciais,17.9,17.01,Everlast,Chumbo+Amarelo,,4405BE,7899414720962,0,0,
181146,755093EZ,Protetor Bucal Everlast Double - Cor: Rosa,Acessorios,Artes Marciais,0,0,,Rosa,NULL,,,0,0,NULL
181147,75510204,Luvas de Boxe Everlast Pró Style Training 12 Oz - Adulto - Cor: Azul,Acessorios,Artes Marciais,149.9,142.41,,Azul,NULL,,,0,0,NULL
181148,75513133,Luvas Everlast Evergel - Adulto - Cor: PRETO/AMARELO,Acessorios,Artes Marciais,74.9,71.16,,PRETO/AMARELO,NULL,,,0,0,NULL
181149,7655533I,Camiseta Fila Letter 101066 - Masculina - Cor: Vermelho/Branco,Vestuario,Casual,0,0,,Vermelho/Branco,NULL,,,0,0,NULL
181150,77226031,Chinelo Adidas Duramo - Masculino - Cor: Preto/Branco,Calcados,Lazer,49.9,47.41,Adidas,Preto/Branco,,,,0,0,M
181151,77296200,Mesa de Pebolim Klopf Galera - Cor: Nao Se Aplica,Equipamentos,Jogos de Salão,0,0,Klopf,Nao Se Aplica,,,,0,0,
181152,77813302,Maiô Speedo Performance - Adulto - Cor: Preto,Vestuario,Natação,0,0,,Preto,NULL,,,0,0,NULL
181153,78129565,Camiseta Nike New Jdi Swoosh - Masculina - Cor: Azul/Laranja,Vestuario,Casual,0,0,,Azul/Laranja,NULL,,,0,0,NULL
181154,78174907,Óculos de Natação Hammerhead Fruit Basket - Infantil - Cor: Verde,Acessorios,Natação,49.9,47.41,,Verde,NULL,,,0,0,NULL
181155,78174911,Óculos de Natação Hammerhead Fruit Basket - Infantil - Cor: Laranja,Acessorios,Natação,49.9,47.41,,Laranja,NULL,,,0,0,NULL
