match,sku,titulo,departamento,categoria,preco,preco_oferta,meta_fabricante,cor,meta_tamanho,mpn,gtin,meta_peso,meta_volume,meta_genero
31749,80463738,Chuteira de Campo Nike Mercurial Vortex CR Fg - Infantil - Cor: BRANCO/LARANJA,Calcados,Futebol,109.9,104.41,Nike,Branco/Laranja,,,,0,0,
31756,8063812U,Chuteira de futebol society Puma Universal TT Infantil - Cor: AMARELO/PRETO,Calcados,Futebol,99.9,94.91,Puma,AMARELO/PRETO,,,,0,0,
31758,7939192U,Chuteira de Futsal Adidas Absolado LZ IN - Cor: AMARELO/PRETO,Calcados,Futebol,149.9,142.41,Adidas,AMARELO/PRETO,,,,0,0,
31763,8098302R,Chuteira de Futsal Adidas Nitrocharge 3.0 IN - Adulto - Cor: Azul/Branco,Calcados,Futebol,119.9,113.91,Adidas,Azul/Branco,,,,0,0,
31765,809915XE,Chuteira de Futsal Nike Flare IC Emb 603787 - Cor: Cinza Cla/Laranja,Calcados,Futebol,0,0,Nike,Cinza Cla/Laranja,,,,0,0,
31785,77866602,Cotoveleira Nike Elbow - Adulto - Cor: PRETO,Acessorios,Tennis,69.9,66.41,Nike,Chumbo+Amarelo,,,,0,0,
31797,77530204,Mesa de Tênis de Mesa Oficial Klopf 15 mm em MDP - 775302 - Cor: AZUL,Equipamentos,Jogos de Salão,449,426.55,Klopf,Azul,,,,0,0,
31808,80290251,Relógio Feminino Analógico Puma 96151LP W - Cor: BRANCO/PRETO,Instrumento precisao,Casual,446.6,424.27,Puma,Branco/Preto,,,,0,0,F
31811,7747642U,Squeeze Nike Elite Water Bottle 0153 - Cor: AMARELO/PRETO,Acessorios,Running Performance,0,0,Nike,AMARELO/PRETO,,,,0,0,
31819,80298734,Tênis Adidas F50 Adizero 13 Cf - Infantil - Cor: Preto/Verde,Calcados,Casual,119.9,113.91,Adidas,PRETO/VERDE,,,,0,0,
31822,80126952,Tênis Adidas Sl Radiant - Feminino - Cor: Branco/Azul,Calcados,Training,0,0,Adidas,Branco/Azul,,,,0,0,F
31827,804818WI,Tênis Nike Flex 2013 Rn Gs G - Infantil - Cor: Cinza Esc/Rosa,Calcados,Training,0,0,Nike,Cinza Esc/Rosa,,,,0,0,
31852,81464302,Top Adidas Cross Vida Workout - Feminino - Cor: Preto,Vestuario,Training,54.9,52.16,Adidas,Chumbo+Amarelo,,,,0,0,F
31995,79942200,Óleo de Chia - 60 Cápsulas - Integralmédica - Cor: Nao Se Aplica,Alimento,Suplemento Alimentar,59.9,56.91,Integral Medica,NULL,,NULL,NULL,0,0,
31998,70321108,Bandagem Punch 40 mm - Cor: AMARELO,Acessorios,Artes Marciais,0,0,Punch,AMARELO,,,,0,0,
32002,70321106,Bandagem Punch 40 mm - Cor: VERMELHO,Acessorios,Artes Marciais,19.9,18.91,Punch,Colorido,,,,0,0,
32003,76450204,Bandagem Punch Elástica 50 mm - Cor: AZUL,Acessorios,Artes Marciais,31.9,30.31,Punch,Azul,,,,0,0,
32006,78875106,Barraca Coleman Hooligan para 4 Pessoas - Cor: VERMELHO,Equipamentos,Aventura,589.9,560.41,Coleman,Colorido,,01.034.0,,0,0,
32010,70699004,Bermuda Mizuno Básica Rip Stop II - Masculina - Cor: AZUL,Vestuario,Training,79.9,75.91,Mizuno,Azul,,,,0,0,M
32020,79080404,Bermuda Térmica Penalty Matis 12 - Masculina - Cor: AZUL,Vestuario,Futebol,0,0,Penalty,Azul,,,,0,0,M
32021,79080451,Bermuda Térmica Penalty Matis 12 - Masculina - Cor: BRANCO/PRETO,Vestuario,Futebol,39.9,37.91,Penalty,Branco/Preto,,,,0,0,M
32022,79080402,Bermuda Térmica Penalty Matis 12 - Masculina - Cor: PRETO,Vestuario,Futebol,39.9,37.91,Penalty,Chumbo+Amarelo,,,,0,0,M
32027,77076711,Bola de Basquete Penalty 6 - Feminina - Cor: LARANJA,Acessorios,Basquete,0,0,Penalty,Laranja,,,,0,0,F
32029,799249H6,Bola de Basquete Spalding WNBA Out - Cor: LARANJA/AMARELO,Acessorios,Basquete,149.9,142.41,Spalding,LARANJA/AMARELO,,73-719Z,,0,0,
32032,80160238,Bola De Futebol De Campo Penalty 8 S11 R2 - Cor: Branco/Laranja,Acessorios,Futebol,0,0,Penalty,Branco/Laranja,,540108,7909068202193,0,0,
32033,80160242,Bola De Futebol De Campo Penalty 8 S11 R2 - Cor: Branco/Verde,Acessorios,Futebol,109.9,104.41,Penalty,Branco/Verde,,,,0,0,
32038,81186220,Bola de Futebol de Campo Penalty Matis Termotec - Cor: Amarelo/Roxo,Acessorios,Futebol,0,0,Penalty,Amarelo/Roxo,,,,0,0,
32039,81186252,Bola de Futebol de Campo Penalty Matis Termotec - Cor: Branco/Azul,Acessorios,Futebol,0,0,Penalty,Branco/Azul,,540101,7909068201363,0,0,
32040,81186242,Bola de Futebol de Campo Penalty Matis Termotec - Cor: Branco/Verde,Acessorios,Futebol,89.9,85.41,Penalty,Branco/Verde,,,,0,0,
32046,80161152,Bola de Futsal Penalty Matis 500 - Cor: Branco/Azul,Acessorios,Futebol,89.9,85.41,Penalty,Branco/Azul,,540103 - Branco, Azul e Laranj,7909068201905,0,0
32047,80161142,Bola de Futsal Penalty Matis 500 - Cor: Branco/Verde,Acessorios,Futebol,0,0,Penalty,Branco/Verde,,,,0,0,
32049,80041108,Bola de Tênis Wilson Australian Open T1014 - Cor: Amarelo,Acessorios,Tennis,31.9,30.31,Wilson,AMARELO,,,,0,0,
32051,78836819,Bola de Vôlei Mikasa VQ2000 Plus - Cor: PRETO/VERMELHO,Acessorios,Vôlei,299.9,284.91,Mikasa,Preto/Vermelho,,VQ2000,4907225880652,0,0,
32052,8076602U,Bola Society Penalty Brasil 70 PR 511401 - Cor: AMARELO/PRETO,Acessorios,Futebol,159.9,151.91,Penalty,AMARELO/PRETO,,511401,7899421941121,0,0,
32053,80766051,Bola Society Penalty Brasil 70 PR 511401 - Cor: BRANCO/PRETO,Acessorios,Futebol,159.9,151.91,Penalty,Branco/Preto,,511401,7899421941299,0,0,
32059,78882902,Bolsa Nautika Roller 60+20 Litros - Cor: PRETO,Acessorios,Aventura,494.9,470.16,Nautika,Chumbo+Amarelo,,,,0,0,
32060,77451602,Bolsa Porta-Chuteira Lotto Zhero - Cor: PRETO,Acessorios,Futebol,19.9,18.91,Lotto,Chumbo+Amarelo,,,,0,0,
32064,80166405,Calção Penalty Matis 323238 - Masculino - Cor: AZUL ESCURO,Vestuario,Futebol,29.9,28.41,Penalty,Azul escuro,,,,0,0,M
32065,80166401,Calção Penalty Matis 323238 - Masculino - Cor: BRANCO,Vestuario,Futebol,29.9,28.41,Penalty,Prata+Azul,,,,0,0,M
32066,80166402,Calção Penalty Matis 323238 - Masculino - Cor: PRETO,Vestuario,Futebol,29.9,28.41,Penalty,Chumbo+Amarelo,,,,0,0,M
32068,80166406,Calção Penalty Matis 323238 - Masculino - Cor: VERMELHO,Vestuario,Futebol,29.9,28.41,Penalty,Colorido,,,,0,0,M
32071,79038631,Calção Penalty Max Viento - Masculino - Cor: PRETO/BRANCO,Vestuario,Futebol,39.9,37.91,Penalty,Preto/Branco,,,,0,0,M
32079,78765331,Camisa Penalty Figueirense I nº 10 - Infantil - Cor: PRETO/BRANCO,Vestuario,Futebol,99.9,94.91,Penalty,Preto/Branco,,,,0,0,
32082,79368931,Camisa Penalty Figueirense III 1932-2012 - Infantil - Cor: Preto/Branco,Vestuario,Futebol,99.9,94.91,Penalty,Preto/Branco,,,,0,0,
32104,79771807,Camiseta Mizuno Extremely 3 - Feminina - Cor: VERDE,Vestuario,Running Performance,39.9,37.91,Mizuno,Verde,,,,0,0,F
32106,79549301,Camiseta Mizuno Nirvana 2 - Masculina - Cor: BRANCO,Vestuario,Running Performance,79.9,75.91,Mizuno,Prata+Azul,,,,0,0,M
32113,75579004,Canivete Nautika Zeus Com 15 Funções - Cor: AZUL,Acessorios,Aventura,0,0,Nautika,Azul,,32055,7896558415693,0,0,
32115,80240229,Capacete Mormaii Cross Radius - Cor: PRETO/AZUL,Acessorios,MotorSport,329.9,313.41,Mormaii,Preto/Azul,,,,0,0,
32144,79775149,Chuteira de Campo Topper Velocity Cup FG - Cor: Branco/Vermelho,Calcados,Futebol,69.9,66.41,Topper,Branco/Vermelho,,,,0,0,
32146,7964520F,Chuteira de Futsal Mizuno Mrl Club In - Cor: Branco/Ouro,Calcados,Futebol,0,0,Mizuno,BRANCO/OURO,,,,0,0,
32153,79790831,Chuteira de Futsal Topper Clássico Cup Ind - Cor: Preto/Branco,Calcados,Futebol,109.9,104.41,Topper,Preto/Branco,,,,0,0,
32169,7991549P,Crocs Crocband 2.5 - Infantil - Cor: Azul/Azul Esc,Calcados,Lazer,89.9,85.41,Crocs,Azul/Azul Esc,,,,0,0,
32189,73364115,Faixa Graduação Keiko Raça - Cor: MARROM,Acessorios,Artes Marciais,23,21.85,Keiko,Marrom,,,,0,0,
32194,78265400,Gainers 3500 Body Size Integralmédica - 1,5 Kg - Sabor Baunilha - Cor: NAO SE APLICA,Alimento,,0,0,Integral Medica,Nao Se Aplica,,,,1.5,0
32203,73358604,Kimono de Jiu-Jitsu Keiko Série Limitada Color - Cor: AZUL,Vestuario,Artes Marciais,299.9,284.91,Keiko,Azul,,,,0,0,
32205,73358602,Kimono de Jiu-Jitsu Keiko Série Limitada Color - Cor: PRETO,Vestuario,Artes Marciais,299.9,284.91,Keiko,Chumbo+Amarelo,,,,0,0,
32206,73358606,Kimono de Jiu-Jitsu Keiko Série Limitada Color - Cor: VERMELHO,Vestuario,Artes Marciais,299.9,284.91,Keiko,Colorido,,,,0,0,
32207,76935001,Kimono para Jiu-Jitsu Dragão Armlock - Cor: BRANCO,Vestuario,Artes Marciais,279.9,265.91,Dragão,Prata+Azul,,,,0,0,
32209,79452804,Kimono Vulkan Pro Light - Cor: AZUL,Vestuario,Artes Marciais,0,0,Vulkan,Azul,,,,0,0,
32210,79452801,Kimono Vulkan Pro Light - Cor: BRANCO,Vestuario,Artes Marciais,259.9,246.91,Vulkan,Prata+Azul,,,,0,0,
32216,75510306,Luvas de Boxe Everlast Pró Style Training 14 Oz - Adulto - Cor: VERMELHO,Acessorios,Artes Marciais,149.9,142.41,Everlast,Colorido,,,,0,0,
32221,7822892V,Luvas de Boxe Pretorian Training 18 Oz - Cor: VERMELHO/PRETO,Acessorios,Artes Marciais,139.9,132.91,Pretorian,VERMELHO/PRETO,,16119040700005,7899170816183,0,0,
32222,782312KW,Luvas de Boxe Pretorian Training LBST 14 Oz - Adulto - Cor: AMARELO/BRANCO,Acessorios,Artes Marciais,0,0,Pretorian,AMARELO/BRANCO,,16118040300013,7899170816466,0,0,
32224,79363637,Luvas Nike Gk Grip 3 - Adulto - Cor: BRANCO/ROSA,Acessorios,Futebol,0,0,Nike Store,BRANCO/ROSA,,,,0,0,
32234,778133EZ,Maio-Speedo Performance - Cor: ROSA,Vestuario,Natação,99.9,94.91,Speedo,Rosa,,,,0,0,
32239,78911231,Mochila Babolat Club Line - Cor: PRETO/BRANCO,Acessorios,Tennis,159.92,151.92,Babolat,Preto/Branco,,,,0,0,
32245,76141232,Mochila Curtlo Diva 20 litros - Cor: PRETO/CINZA,Acessorios,Aventura,151.92,144.32,Curtlo,Preto/Cinza,,MOC 055,7898476222094,0,0,
32255,80133102,Monitor Cardíaco Polar RC3 Blk Com Gps 1601 - Cor: PRETO,Instrumento precisao,Running Performance,1499.9,1424.91,Polar,Chumbo+Amarelo,,,,0,0,
32258,79669619,Monitor Cardíaco Polar RCX3 com GPS 1572 - Cor: PRETO/VERMELHO,Instrumento precisao,Running Performance,1439.9,1367.91,Polar,Preto/Vermelho,,,,0,0,
32259,79669419,Monitor Cardíaco Polar Rcx3 Sd 1570 - Cor: PRETO/VERMELHO,Instrumento precisao,Running Performance,1289.9,1225.41,Polar,Preto/Vermelho,,,,0,0,
32260,79669549,Monitor Cardíaco Polar RCX3 SD 1571 - Feminino - Cor: BRANCO/VERMELHO,Instrumento precisao,Running Performance,1289.9,1225.41,Polar,Branco/Vermelho,,,,0,0,F
32266,7550923K,Protetor Bucal Everlast Single - Cor: TRANSPARENTE,Acessorios,Artes Marciais,19.9,18.91,Everlast,Transparente,,4405E,7899414720955,0,0,
32272,81550408,Saia Short Mizuno Run Prime - Cor: Amarelo,Vestuario,Running Performance,99.9,94.91,Mizuno,AMARELO,,,,0,0,
32281,73638604,Sandália Crocs Classic Cayman - Unissex - Cor: AZUL,Calcados,Lazer,99.9,94.91,Crocs,Azul,,,,0,0,
32294,76188951,Sandália Crocs CrocBand - Infantil - Cor: BRANCO/PRETO,Calcados,Lazer,0,0,Crocs,Branco/Preto,,,,0,0,
32295,76188931,Sandália Crocs CrocBand - Infantil - Cor: PRETO/BRANCO,Calcados,Lazer,0,0,Crocs,Preto/Branco,,,,0,0,
32312,80144919,Tênis Asics Gel Cirrus33 2. 0 Masculino - Cor: PRETO/VERMELHO,Calcados,Running Performance,0,0,Asics,Preto/Vermelho,,,,0,0,M
32322,813239XT,Tênis Asics Gel Cumulus 15 – Masculino - Cor: Cinza Cla/Verde,Calcados,Running Performance,299.9,284.91,Asics,Cinza Cla/Verde,,,,0,0,M
32323,813239RR,Tênis Asics Gel Cumulus 15 – Masculino - Cor: Laranja/Azul,Calcados,Running Performance,299.9,284.91,Asics,Laranja/Azul,,,,0,0,M
32324,8132396T,Tênis Asics Gel Cumulus 15 – Masculino - Cor: Verde/Branco,Calcados,Running Performance,0,0,Asics,VERDE/BRANCO,,,,0,0,M
32337,80145738,Tênis Asics Gel Galaxy 6 - Masculino - Cor: Branco/Laranja,Calcados,Running Performance,0,0,Asics,Branco/Laranja,,,,0,0,M
32338,80145731,Tênis Asics Gel Galaxy 6 - Masculino - Cor: Preto/Branco,Calcados,Running Performance,0,0,Asics,Preto/Branco,,,,0,0,M
32345,8132619A,Tênis Asics Gel Impression 6 - Feminino - Cor: Roxo/Preto,Calcados,Running Performance,0,0,Asics,ROXO/PRETO,,,,0,0,F
32347,81325250,Tênis Asics Gel Impression 6 - Masculino - Cor: Preto/Laranja,Calcados,Running Performance,0,0,Asics,PRETO/LARANJA,,,,0,0,M
32356,81323511,Tênis Asics Gel Nimbus 15 - Masculino - Cor: Laranja,Calcados,Running Performance,0,0,Asics,Laranja,,,,0,0,M
32357,81323506,Tênis Asics Gel Nimbus 15 - Masculino - Cor: Vermelho,Calcados,Running Performance,0,0,Asics,Colorido,,,,0,0,M
32387,80171605,Tênis Coca-Cola Bufalino CV - Masculino - Cor: Azul Escuro,Calcados,Casual,0,0,Coca Cola,Azul escuro,,,,0,0,M
32388,80171683,Tênis Coca-Cola Bufalino CV - Masculino - Cor: Cinza Escuro,Calcados,Casual,0,0,Coca Cola,Cinza Escuro,,,,0,0,M
32389,78961301,Tênis Coca-Cola Casual Bufalino - Masculino - Cor: Branco,Calcados,Casual,0,0,Coca Cola,Prata+Azul,,,,0,0,M
32390,789613BL,Tênis Coca-Cola Casual Bufalino - Masculino - Cor: Cinza Claro,Calcados,Casual,0,0,Coca Cola,Cinza Claro,,,,0,0,M
32395,79582201,Tênis Coca-Cola Classic Basket Leather - Feminino - Cor: BRANCO,Calcados,Casual,0,0,Coca Cola,Prata+Azul,,,,0,0,F
32400,78960702,Tênis Coca-Cola Iate Risca De Giz - Masculino - Cor: PRETO,Calcados,Casual,119.9,113.91,Coca Cola,Chumbo+Amarelo,,,,0,0,M
32407,80158184,Tênis Coca-Cola Vulcan HI - Masculino - Cor: Marrom Escuro,Calcados,Casual,199.9,189.91,Coca Cola,Marrom,,,,0,0,M
32417,76284101,Tênis Converse Ct As Core HI - Unissex - Cor: BRANCO,Calcados,Casual,109.9,104.41,Converse,Prata+Azul,,,,0,0,
32418,76284102,Tênis Converse Ct As Core HI - Unissex - Cor: Preto,Calcados,Casual,69.9,66.41,Converse,Chumbo+Amarelo,,,,0,0,
32419,76284106,Tênis Converse Ct As Core HI - Unissex - Cor: Vermelho,Calcados,Casual,109.9,104.41,Converse,Colorido,,,,0,0,
32420,52260105,Tênis Converse CT AS Core OX - Unissex - Cor: Azul Escuro,Calcados,Casual,99.9,94.91,Converse,Azul escuro,,,,0,0,
32421,52260101,Tênis Converse CT AS Core OX - Unissex - Cor: Branco,Calcados,Casual,99.9,94.91,Converse,Prata+Azul,,,,0,0,
32423,52260102,Tênis Converse CT AS Core OX - Unissex - Cor: Preto,Calcados,Casual,59.9,56.91,Converse,Chumbo+Amarelo,,,,0,0,
32424,52260131,Tênis Converse CT AS Core OX - Unissex - Cor: Preto/Branco,Calcados,Casual,99.9,94.91,Converse,Preto/Branco,,,,0,0,
32425,522601EZ,Tênis Converse CT AS Core OX - Unissex - Cor: Rosa,Calcados,Casual,99.9,94.91,Converse,Rosa,,,,0,0,
32426,52260106,Tênis Converse CT AS Core OX - Unissex - Cor: Vermelho,Calcados,Casual,69.9,66.41,Converse,Colorido,,,,0,0,
32429,80168702,Tênis Converse Ct As Malden Ox - Unissex - Cor: Preto,Calcados,Casual,129.9,123.41,Converse,Chumbo+Amarelo,,,,0,0,
32430,801687NF,Tênis Converse Ct As Malden Ox - Unissex - Cor: Vinho,Calcados,Casual,99.9,94.91,Converse,Vinho,,,,0,0,
32455,77249651,Tênis Converse Star Player - Unissex - Cor: BRANCO/PRETO,Calcados,Casual,114.9,109.16,Converse,Branco/Preto,,,,0,0,
32467,805243U0,Tênis Fila Kenya Night Race - Feminino - Cor: AZUL ESC/ROSA,Calcados,Running Performance,299.9,284.91,Fila,Azul Esc/Rosa,,,,0,0,F
32470,80524604,Tênis Fila Kenya Racer - Masculino - Cor: Azul,Calcados,Running Performance,199.9,189.91,Fila,Azul,,,,0,0,M
32482,80862819,Tênis Fila Slant Summer 11O140X - Masculino - Cor: Preto/Vermelho,Calcados,Aventura,0,0,Fila,Preto/Vermelho,,,,0,0,M
32558,80048759,Tênis Mizuno Wave Laser 2 - Masculino - Cor: Cinza/Vermelho,Calcados,Running Performance,349.9,332.41,Mizuno,Cinza/Vermelho,,,,0,0,M
32561,800487WT,Tênis Mizuno Wave Laser 2 - Masculino - Cor: Cinza Esc/Verde,Calcados,Running Performance,0,0,Mizuno,CINZA ESC/VERDE,,,,0,0,M
32563,800487OR,Tênis Mizuno Wave Laser 2 - Masculino - Cor: Prata/Laranja,Calcados,Running Performance,349.9,332.41,Mizuno,Prata/Laranja,,,,0,0,M
32573,81076239,Tênis Mizuno Wave Legend AW13 4129178 - Masculino - Cor: Branco/Amarelo,Calcados,Running Performance,0,0,Mizuno,Branco/Amarelo,,,,0,0,M
32575,810762OU,Tênis Mizuno Wave Legend AW13 4129178 - Masculino - Cor: Prata/Vinho,Calcados,Running Performance,0,0,Mizuno,Prata/Vinho,,,,0,0,M
32577,810762QK,Tênis Mizuno Wave Legend AW13 4129178 - Masculino - Cor: Verde Claro/Preto,Calcados,Running Performance,0,0,Mizuno,Verde Claro/Preto,,,,0,0,M
32623,810761X9,Tênis Mizuno Wave Ultima 5 - Masculino - Cor: Cinza Cla/Vermelho,Calcados,Running Performance,249.9,237.41,Mizuno,Cinza Cla/Vermelho,,,,0,0,M
32624,810761OR,Tênis Mizuno Wave Ultima 5 - Masculino - Cor: Prata/Laranja,Calcados,Running Performance,249.9,237.41,Mizuno,Prata/Laranja,,,,0,0,M
32625,81076129,Tênis Mizuno Wave Ultima 5 - Masculino - Cor: Preto/Azul,Calcados,Running Performance,0,0,Mizuno,Preto/Azul,,,,0,0,M
32626,810761O1,Tênis Mizuno Wave Ultima 5 - Masculino - Cor: Vinho/Prata,Calcados,Running Performance,249.9,237.41,Mizuno,Vinho/Prata,,,,0,0,M
32640,76630447,Tênis New Balance M373 - Masculino - Cor: Marrom/Azul,Calcados,Casual,0,0,New Balance,Marrom/Azul,,,,0,0,M
32644,817739ZA,Tênis New Balance ML574 Camurça - Masculino - Cor: Marrom Esc/Preto,Calcados,Casual,0,0,New Balance,Marrom Esc/Preto,,,,0,0,M
32645,79345942,Tênis Oakley Buzzer - Masculino - Cor: Branco/Verde,Calcados,Casual,0,0,Oakley,Branco/Verde,,,,0,0,M
32647,793459NE,Tênis Oakley Buzzer - Masculino - Cor: MARROM CLARO,Calcados,Casual,289.9,275.41,Oakley,Marrom Claro,,,,0,0,M
32659,79346103,Tênis Oakley Taylor - Masculino - Cor: Cinza,Calcados,Casual,299.9,284.91,Oakley,Preto,,,,0,0,M
32662,78234051,Tênis Oakley Teeth 2 - Masculino - Cor: BRANCO/PRETO,Calcados,Aventura,0,0,Oakley,Branco/Preto,,,,0,0,M
32670,78234303,Tênis Oakley Tuner - Masculino - Cor: Cinza,Calcados,Casual,199.9,199.9,Oakley,Preto,,,,0,0,M
32671,78234315,Tênis Oakley Tuner - Masculino - Cor: MARROM,Calcados,Casual,0,0,Oakley,Marrom,,,,0,0,M
32686,81389602,Tênis Olympikus Turn – Masculino - Cor: Preto,Calcados,Training,0,0,Olympikus,Chumbo+Amarelo,,,,0,0,M
32699,79863470,Tênis Saucony Ride 5 - Masculino - Cor: Cinza/Azul,Calcados,Running Performance,299.9,284.91,Saucony,CINZA/AZUL,,,,0,0,M
32700,79863475,Tênis Saucony Ride 5 - Masculino - Cor: Cinza/Laranja,Calcados,Running Performance,299.9,284.91,Saucony,CINZA/LARANJA,,,,0,0,M
32702,7986344O,Tênis Saucony Ride 5 - Masculino - Cor: Vermelho/Verde Cla,Calcados,Running Performance,299.9,284.91,Saucony,Vermelho/Verde Cla,,,,0,0,M
32706,53671315,Tênis Timberland Gorge - Feminino - Cor: Marrom,Calcados,Aventura,279.9,265.91,Timberland,Marrom,,,,0,0,F
32711,80702015,Tênis Timberland Summitscape Ls - Masculino - Cor: Marrom,Calcados,Aventura,164.9,156.66,Timberland,Marrom,,,,0,0,M
32712,807020CL,Tênis Timberland Summitscape Ls - Masculino - Cor: Marrom/Preto,Calcados,Aventura,169.9,161.41,Timberland,Marrom/Preto,,,,0,0,M
32713,80234158,Tênis Timberland Tbl Edge Trail - Masculino - Cor: CINZA/PRETO,Calcados,Aventura,219.9,219.9,Timberland,Cinza/Preto,,,,0,0,M
32720,78918683,Tênis Urgh Guids - Masculino - Cor: Cinza Escuro,Calcados,Skate,139.9,132.91,Urgh,Cinza Escuro,,,,0,0,M
32737,81554701,Top Mizuno Ana - Feminino - Cor: Branco,Vestuario,Training,69.9,66.41,Mizuno,Prata+Azul,,,,0,0,F
32739,815547EZ,Top Mizuno Ana - Feminino - Cor: Rosa,Vestuario,Training,69.9,66.41,Mizuno,Rosa,,,,0,0,F
32740,81554718,Top Mizuno Ana - Feminino - Cor: Roxo,Vestuario,Training,69.9,66.41,Mizuno,Roxo,,,,0,0,F
32743,81554801,Top Mizuno Ara - Feminino - Cor: Branco,Vestuario,Running Performance,49.9,47.41,Mizuno,Prata+Azul,,,,0,0,F
32744,81554818,Top Mizuno Ara - Feminino - Cor: Roxo,Vestuario,Running Performance,49.9,47.41,Mizuno,Roxo,,,,0,0,F
32801,80356301,Camisa Kappa Sallas 302S6L0 - Masculina - Cor: Branco,Vestuario,Futebol,39.9,37.91,Kappa,Prata+Azul,,,,0,0,M
32805,80465831,Camisa Lupo Atlético Mineiro I nº 9 - Masculina - Cor: PRETO/BRANCO,Vestuario,Futebol,109.9,104.41,Lupo,Preto/Branco,,,,0,0,M
32806,80470831,Camisa Lupo Atlético Mineiro I Ronaldinho nº 10 - Masculina - Cor: Preto/Branco,Vestuario,Futebol,119.9,113.91,Lupo,Preto/Branco,,,,0,0,M
32813,80359506,Camiseta Kappa Itália Kombat 2002 - Masculina - Cor: Vermelho,Vestuario,Futebol,69.9,66.41,Kappa,Colorido,,,,0,0,M
32819,8035716P,Camiseta Kappa Syllaw - Masculina - Cor: Laranja/Branco,Vestuario,Futebol,59.9,56.91,Kappa,Laranja/Branco,,,,0,0,M
32831,80496837,Chuteira de Campo Topper Provoke II - Masculina - Cor: BRANCO/ROSA,Calcados,Futebol,69.9,66.41,Topper,BRANCO/ROSA,,,,0,0,M
32840,80408351,Chuteira de Futsal Penalty Matis III In - Cor: BRANCO/PRETO,Calcados,Futebol,89.9,85.41,Penalty,Branco/Preto,,,,0,0,
32843,804083QK,Chuteira de Futsal Penalty Matis III In - Cor: Verde Claro/Preto,Calcados,Futebol,89.9,85.41,Penalty,Verde Claro/Preto,,,,0,0,
32846,80445431,Chuteira de Futsal Penalty R1 Trueno II IN - Cor: PRETO/BRANCO,Calcados,Futebol,129.9,123.41,Penalty,Preto/Branco,,,,0,0,
32851,80320319,Fone Philips Intra-Auricular Esportivo Shq1017 - Cor: PRETO/VERMELHO,Acessorios,Running Performance,169.9,161.41,Philips,Preto/Vermelho,,SHQ1017/10,6923410708912,0,0,
32882,80555805,Tênis Coca-Cola Iate Vip - Masculino - Cor: AZUL ESCURO,Calcados,Casual,0,0,Coca Cola,Azul escuro,,,,0,0,M
32888,80600306,Tênis Everlast Jump Elm13 - Masculino - Cor: Vermelho,Calcados,Artes Marciais,229.9,218.41,Everlast,Colorido,,,,0,0,M
32902,80329119,Tênis Olympikus Strong – Masculino - Cor: Preto/Vermelho,Calcados,Training,0,0,Olympikus,Preto/Vermelho,,,,0,0,M
32918,80435103,Tênis Timberland Masterfield - Masculino - Cor: Cinza,Calcados,Aventura,239.9,227.91,Timberland,Preto,,,,0,0,M
32970,788749NH,Barraca Coleman Hooligan 3 - Cor: LARANJA CLARO,Equipamentos,Aventura,489.9,465.41,Coleman,LARANJA CLARO,,,,0,0,
32973,788747W3,Barraca Coleman Lx5 - Cor: CINZA/LARANJA ESC,Equipamentos,Aventura,549.9,522.41,Coleman,Cinza/Laranja Esc,,,,0,0,
32974,7887822R,Barraca Indy 5/6 Pessoas - Cor: AZUL/BRANCO,Equipamentos,Aventura,599.9,569.91,Nautika,Azul/Branco,,15.255.0,7896558419288,0,0,
32985,81543475,Bermuda Mizuno Strat 4129817 - Masculina - Cor: Cinza/Laranja,Vestuario,Training,0,0,Mizuno,CINZA/LARANJA,,,,0,0,M
32986,81543434,Bermuda Mizuno Strat 4129817 - Masculina - Cor: Preto/Verde,Vestuario,Training,0,0,Mizuno,PRETO/VERDE,,,,0,0,M
32987,815434VC,Bermuda Mizuno Strat 4129817 - Masculina - Cor: Verde/Verde Cla,Vestuario,Training,59.9,56.91,Mizuno,Verde/Verde Cla,,,,0,0,M
32991,7992612V,Bola de Basquete Spalding Team Bulls - Cor: VERMELHO/PRETO,Acessorios,Basquete,0,0,Spalding,VERMELHO/PRETO,,73-643Z,,0,0,
32993,81268039,Bola de Futebol de Campo Topper KV League Espanha - Cor: Branco/Amarelo,Acessorios,Futebol,89.9,85.41,Topper,Branco/Amarelo,,,,0,0,
32994,81267852,Bola de Futebol de Campo Topper KV League Itália - Cor: Branco/Azul,Acessorios,Futebol,89.9,85.41,Topper,Branco/Azul,,,,0,0,
32995,81268342,Bola de Futebol de Campo Topper KV League México - Cor: Branco/Verde,Acessorios,Futebol,89.9,85.41,Topper,Branco/Verde,,,,0,0,
32996,81268152,Bola de Futebol de Campo Topper KV League Uruguai - Cor: Branco/Azul,Acessorios,Futebol,89.9,85.41,Topper,Branco/Azul,,,,0,0,
32997,81266744,Bola de Futebol de Campo Topper KV Retrô Velocity - Cor: Branco/Roxo,Acessorios,Futebol,59.9,56.91,Topper,Branco/Roxo,,4129035 2,7890557085796,0,0,
33011,770709D1,Bola de Handebol Penalty Hand H3L - Masculina - Cor: AMARELO/AZUL,Acessorios,Handebol,0,0,Penalty,AMARELO/AZUL,,,,0,0,M
33024,81553802,Calça Capri Mizuno Run Elixir - Feminina - Cor: Preto,Vestuario,Running Performance,0,0,Mizuno,Chumbo+Amarelo,,,,0,0,F
